timestep,x,timestamps,date
110.86789253999996,1019.274368,1.454956216524115e+18,2016-02-08 18:30:16.524114944
111.93217553999996,1019.274368,1.454956217588398e+18,2016-02-08 18:30:17.588398080
112.99651253999996,1019.269333,1.454956218652735e+18,2016-02-08 18:30:18.652734976
114.06082953999996,1019.264679,1.454956219717052e+18,2016-02-08 18:30:19.717051904
115.12514253999996,1019.263458,1.454956220781365e+18,2016-02-08 18:30:20.781364992
116.18948953999997,1019.258804,1.4549562218457121e+18,2016-02-08 18:30:21.845712128
117.25385353999997,1019.258804,1.454956222910076e+18,2016-02-08 18:30:22.910075904
118.31824653999996,1019.258728,1.454956223974469e+18,2016-02-08 18:30:23.974469120
117.77512608169997,1019.229126,1.4549562234313485e+18,2016-02-08 18:30:23.431348480
118.80667608169996,1019.230499,1.4549562244628984e+18,2016-02-08 18:30:24.462898432
119.83818008199995,1019.231796,1.4549562254944026e+18,2016-02-08 18:30:25.494402560
120.86968908199995,1019.232712,1.4549562265259116e+18,2016-02-08 18:30:26.525911552
121.90120008199995,1019.232864,1.4549562275574226e+18,2016-02-08 18:30:27.557422592
122.09518108199995,1019.232864,1.4549562277514035e+18,2016-02-08 18:30:27.751403520
123.15993808199995,1019.232025,1.4549562288161605e+18,2016-02-08 18:30:28.816160512
124.22466908199995,1019.229355,1.4549562298808916e+18,2016-02-08 18:30:29.880891648
125.28943408199993,1019.224243,1.4549562309456566e+18,2016-02-08 18:30:30.945656576
126.35419908199994,1019.218369,1.4549562320104215e+18,2016-02-08 18:30:32.010421504
127.41895108199994,1019.21524,1.4549562330751736e+18,2016-02-08 18:30:33.075173632
128.48369107999994,1019.210739,1.4549562341399135e+18,2016-02-08 18:30:34.139913472
129.54846407999997,1019.208908,1.4549562352046866e+18,2016-02-08 18:30:35.204686592
130.61322707999994,1019.208679,1.4549562362694495e+18,2016-02-08 18:30:36.269449472
131.67796607999998,1019.206772,1.4549562373341885e+18,2016-02-08 18:30:37.334188544
