,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,linacc_phone_x,linacc_phone_y,linacc_phone_z,mag_phone_x,mag_phone_y,mag_phone_z,labelswitch,labelsquad,labellunge,labeljumpingjack,labellegraise,labelcrunch,labelpushup,simple_dist_outlier
2016-02-08 18:28:27.960764416,2.5170906831,-7.520855300999999,0.11229647833200004,0.176273627286,-0.4716185138100002,0.272180537331,0.19158410854000002,1.87391578925,1.7084445271399995,-26.66887703,28.222516633,2.10540771469,0,1,0,0,0,0,0,False
2016-02-08 18:28:28.060764416,2.5856032105000004,-10.412407288100002,-2.4525149688860006,0.207130938022,0.5339995876129999,0.07224707752600001,0.2563248309667,-0.9575507940899998,-1.2649642686999996,-26.583616638000002,28.580161286000003,0.092874145502,0,1,0,0,0,0,0,False
2016-02-08 18:28:28.160764416,2.8962222746599995,-8.5510280458,-0.6473139039,0.1062199026315,0.84638741015,-0.311048828053,0.360185151241,0.8799455539379999,0.2687077575000001,-26.890525816,28.20017929,-1.6581878661199998,0,1,0,0,0,0,0,False
2016-02-08 18:28:28.260764416,-0.1881886596716,-11.6750316466,0.37098852534,0.285899673016,-1.7317635208549995,0.55837622658,-2.4949003094999997,-2.18530732922,1.2641968655499998,-26.546245194,28.464505766,-1.613000488155,0,1,0,0,0,0,0,False
2016-02-08 18:28:28.360764416,0.81857276921,-10.109362472699999,-1.5960559845247997,-0.17577227325489994,0.290547148165,-0.121919441337,-1.25247410441,-0.5650817619174999,-0.67636617484,-26.088559341,28.925532532000002,0.56061706544,0,1,0,0,0,0,0,False
2016-02-08 18:28:28.460764416,0.961375808656,-10.696291947999999,-0.17600399784000004,0.07827110961900001,-0.6380323828209999,0.39564039857,-1.007355959054,-1.14433132721,0.8737401963589999,-25.865164565000004,29.029144286999998,0.8146667479799999,0,1,0,0,0,0,0,False
2016-02-08 18:28:28.560764416,4.1808658449000005,-7.4722364045,-1.12271031186,-0.266766379406,0.030848975856000008,0.090550520263,2.7267527889,2.156155450946,0.05753482595999996,-24.359721375,30.295053101,1.9334320067,0,1,0,0,0,0,0,False
2016-02-08 18:28:28.660764416,3.1401849518,-9.5703932641,-0.7252568207439999,0.5892889127000001,0.848930529552,-0.67917069197,1.1670941285499998,-0.027438644169999728,0.3627032693810001,-25.526968766000003,29.228602599000002,1.3342254639199995,0,1,0,0,0,0,0,False
2016-02-08 18:28:28.760764416,0.15844551087,-9.9641195065,-1.83385148625,-0.118432647914,-1.1828422026349998,0.23800213859,-2.0170068187,-0.43895656003,-0.97487318516,-26.512974167,28.310977935,1.18405761727,0,1,0,0,0,0,0,False
2016-02-08 18:28:28.860764416,1.16912878411,-10.524149917699999,0.20326231384100002,0.281207149132,0.199222578849,0.096856299598,-0.9015448468756999,-0.9668776878299999,0.966046213728,-26.074512863999995,28.578590394000006,0.394201660183,0,1,0,0,0,0,0,False
2016-02-08 18:28:28.960764416,2.3429877318,-9.4060949251,-0.8084987183207,-0.14013331802400006,-0.17588399313099998,0.08789418456009998,0.4534706796230001,0.191807676842,-0.07157829577399995,-25.63216896,28.936722565,1.0977355957600001,0,1,0,0,0,0,0,False
2016-02-08 18:28:29.060764416,1.9943477326,-9.853394761,-0.264724502555,0.0373232019264,-0.488295185627,0.096888879681,0.16687254729400006,-0.2480831513989,0.53010429526,-25.524228669000006,29.120862580000004,1.4956390381,0,1,0,0,0,0,0,False
