timestep,x,timestamps,date
173.2494456629999,1020.377426,1.454956278905668e+18,2016-02-08 18:31:18.905668096
174.25117366299992,1020.378189,1.454956279907396e+18,2016-02-08 18:31:19.907396096
175.25311966299992,1020.379333,1.4549562809093422e+18,2016-02-08 18:31:20.909342208
176.25504666299992,1020.381546,1.454956281911269e+18,2016-02-08 18:31:21.911269120
177.25699366299992,1020.381546,1.454956282913216e+18,2016-02-08 18:31:22.913216000
178.25891765999992,1020.378189,1.45495628391514e+18,2016-02-08 18:31:23.915140096
179.26084465999992,1020.377426,1.454956284917067e+18,2016-02-08 18:31:24.917067008
180.26277965999992,1020.37529,1.454956285919002e+18,2016-02-08 18:31:25.919002112
181.26472265999996,1020.373306,1.4549562869209452e+18,2016-02-08 18:31:26.920945152
182.26667665999997,1020.371094,1.4549562879228992e+18,2016-02-08 18:31:27.922899200
183.26859165999997,1020.369797,1.454956288924814e+18,2016-02-08 18:31:28.924814080
184.27047365999996,1020.366135,1.4549562899266962e+18,2016-02-08 18:31:29.926696192
185.27244565999996,1020.364151,1.4549562909286682e+18,2016-02-08 18:31:30.928668160
186.27435065999995,1020.360336,1.454956291930573e+18,2016-02-08 18:31:31.930573056
187.27631065999992,1020.359421,1.4549562929325332e+18,2016-02-08 18:31:32.932533248
188.27825765999992,1020.359039,1.4549562939344801e+18,2016-02-08 18:31:33.934480128
189.2801866599999,1020.359039,1.454956294936409e+18,2016-02-08 18:31:34.936409088
190.28209665999992,1020.359573,1.454956295938319e+18,2016-02-08 18:31:35.938319104
191.28405065999996,1020.362244,1.4549562969402732e+18,2016-02-08 18:31:36.940273152
192.28598165999998,1020.362244,1.4549562979422042e+18,2016-02-08 18:31:37.942204160
193.28811365999996,1020.357666,1.4549562989443361e+18,2016-02-08 18:31:38.944336128
192.71177911829997,1020.299454,1.4549562983680015e+18,2016-02-08 18:31:38.368001536
193.7135041183,1020.303268,1.4549562993697265e+18,2016-02-08 18:31:39.369726464
194.71544711799996,1020.306396,1.4549563003716695e+18,2016-02-08 18:31:40.371669504
195.71746011799996,1020.306396,1.4549563013736827e+18,2016-02-08 18:31:41.373682688
196.71938511799996,1020.302582,1.4549563023756076e+18,2016-02-08 18:31:42.375607552
197.72133011799994,1020.302582,1.4549563033775526e+18,2016-02-08 18:31:43.377552640
198.27121111799997,1020.305634,1.4549563039274335e+18,2016-02-08 18:31:43.927433472
199.27325011799996,1020.310822,1.4549563049294725e+18,2016-02-08 18:31:44.929472512
200.27413011799996,1020.318909,1.4549563059303526e+18,2016-02-08 18:31:45.930352640
201.27522011799996,1020.329361,1.4549563069314427e+18,2016-02-08 18:31:46.931442688
202.27713611799996,1020.342331,1.4549563079333586e+18,2016-02-08 18:31:47.933358592
203.27913011799996,1020.35141,1.4549563089353526e+18,2016-02-08 18:31:48.935352576
204.28095511999996,1020.356064,1.4549563099371776e+18,2016-02-08 18:31:49.937177600
205.28285211999997,1020.359268,1.4549563109390746e+18,2016-02-08 18:31:50.939074560
206.28478211999996,1020.359268,1.4549563119410045e+18,2016-02-08 18:31:51.941004544
207.28666011999996,1020.359268,1.4549563129428826e+18,2016-02-08 18:31:52.942882560
208.28859211999998,1020.360565,1.4549563139448146e+18,2016-02-08 18:31:53.944814592
209.29045411999996,1020.360794,1.4549563149466765e+18,2016-02-08 18:31:54.946676480
210.29237911999996,1020.361633,1.4549563159486016e+18,2016-02-08 18:31:55.948601600
211.29426611999997,1020.361633,1.4549563169504886e+18,2016-02-08 18:31:56.950488576
212.29620111999995,1020.361328,1.4549563179524237e+18,2016-02-08 18:31:57.952423680
213.29812012,1020.361252,1.4549563189543427e+18,2016-02-08 18:31:58.954342656
214.30003612,1020.361252,1.4549563199562586e+18,2016-02-08 18:31:59.956258560
215.30191111999997,1020.358963,1.4549563209581335e+18,2016-02-08 18:32:00.958133504
216.30385311999996,1020.358582,1.4549563219600755e+18,2016-02-08 18:32:01.960075520
217.30580811999997,1020.358582,1.4549563229620306e+18,2016-02-08 18:32:02.962030592
218.30774911999995,1020.35408,1.4549563239639716e+18,2016-02-08 18:32:03.963971584
219.30962511999996,1020.346832,1.4549563249658476e+18,2016-02-08 18:32:04.965847552
220.31145811999997,1020.338898,1.4549563259676805e+18,2016-02-08 18:32:05.967680512
221.31364611999996,1020.324402,1.4549563269698685e+18,2016-02-08 18:32:06.969868544
222.31541311999996,1020.309143,1.4549563279716355e+18,2016-02-08 18:32:07.971635456
